"id";"current_age";"retirement_age";"birth_year";"birth_month";"gender";"address";"latitude";"longitude";"per_capita_income";"yearly_income";"total_debt";"credit_score";"num_credit_cards"
1032;62;60;1957;6;"Female";"171 Catherine Lane";36.81;-119.71;"17301.00";"26975.00";"17212.00";673;2
1033;18;58;2002;2;"Female";"352 George Street";43.07;-82.49;"16598.00";"33844.00";"42109.00";684;2
1034;58;66;1961;7;"Female";"427 Essex Lane";35.12;-80.71;"27254.00";"55569.00";"76181.00";698;6
1035;22;71;1997;6;"Male";"3132 Lake Avenue";38.62;-121.32;"24781.00";"50525.00";"118160.00";701;2
1036;19;68;2000;5;"Male";"5966 Hill Boulevard";40.1;-74.93;"24817.00";"50602.00";"66762.00";722;2
1037;38;67;1981;9;"Male";"889 Forest Lane";29.67;-82.33;"24992.00";"50957.00";"73187.00";653;2
1038;33;65;1986;8;"Female";"19 Valley Stream Drive";39.6;-82.93;"18025.00";"36755.00";"96292.00";810;2
1039;68;64;1951;3;"Male";"29 Federal Boulevard";34.04;-118.21;"12349.00";"11566.00";"9102.00";536;4
1040;28;67;1991;10;"Female";"207 Washington Lane";39.86;-74.82;"39269.00";"80060.00";"0.00";689;2
1041;48;62;1971;9;"Female";"6144 Summit Street";34.87;-85.5;"15950.00";"32522.00";"50155.00";639;1
1042;22;67;1997;10;"Female";"6179 Eighth Boulevard";43.73;-70.55;"22485.00";"45846.00";"103277.00";766;1
1043;21;61;1998;9;"Female";"95 Burns Drive";42.37;-71.11;"47637.00";"97127.00";"210206.00";660;2
1044;30;60;1989;6;"Male";"978 Wessex Avenue";36.44;-82.34;"22388.00";"45649.00";"150985.00";693;1
1045;27;66;1992;7;"Male";"5222 Valley Stream Avenue";33.41;-82.31;"16568.00";"33778.00";"10058.00";757;1
1046;44;66;1975;6;"Male";"9414 Summit Boulevard";39.95;-75.16;"18007.00";"36715.00";"74022.00";547;4
1047;26;67;1994;2;"Male";"225 Ocean View Avenue";37.55;-77.46;"26269.00";"53554.00";"119852.00";689;2
1048;59;63;1960;12;"Female";"265 Ocean Drive";29.79;-95.82;"26422.00";"53878.00";"78143.00";779;4
1049;66;67;1953;11;"Female";"289 Ocean View Avenue";25.77;-80.2;"17893.00";"36481.00";"81550.00";850;6
1050;43;65;1976;3;"Female";"41332 Lincoln Avenue";35.98;-78.91;"17625.00";"35938.00";"47204.00";670;3
1051;32;71;1987;11;"Female";"13 Norfolk Avenue";41.7;-71.42;"24424.00";"49800.00";"137460.00";694;2
1052;61;61;1958;12;"Male";"363 Third Drive";37.99;-122.27;"25849.00";"28210.00";"22961.00";655;2
1053;59;66;1960;5;"Male";"756 El Camino Avenue";28.65;-81.18;"27255.00";"55571.00";"93460.00";636;3
1054;50;69;1970;2;"Male";"9190 Sussex Lane";45.47;-122.37;"22599.00";"46077.00";"135862.00";639;3
1055;37;69;1982;4;"Male";"3472 11th Avenue";28.5;-81.37;"15137.00";"30865.00";"55079.00";594;1
1056;24;65;1995;3;"Female";"215 Elm Lane";34.28;-119.22;"25524.00";"52036.00";"26232.00";703;3
1057;39;71;1980;7;"Female";"135 Littlewood Avenue";33.2;-117.29;"22050.00";"44958.00";"91549.00";787;1
1058;61;67;1958;3;"Male";"5363 Tenth Lane";36.18;-87.34;"17261.00";"35196.00";"51751.00";684;4
1059;50;64;1969;4;"Male";"9762 Pine Street";35.43;-82.5;"22345.00";"45560.00";"79660.00";644;3
1060;76;68;1944;2;"Male";"359 Valley Street";39.77;-86.14;"17909.00";"21547.00";"16040.00";785;5
1061;25;67;1994;12;"Male";"8931 Norfolk Drive";33.44;-111.8;"19844.00";"40457.00";"68826.00";739;1
1062;58;65;1961;6;"Male";"55 Fourth Drive";41.57;-75.25;"17302.00";"35274.00";"35234.00";708;3
1063;64;66;1956;2;"Male";"690 Jefferson Lane";41.91;-89.06;"18590.00";"37898.00";"36994.00";716;5
1064;50;65;1969;12;"Female";"477 Madison Lane";37.68;-122.43;"23752.00";"48428.00";"72566.00";654;1
1065;41;69;1978;8;"Female";"6157 Washington Drive";33.45;-117.66;"27622.00";"56320.00";"84614.00";792;3
1066;46;65;1973;6;"Female";"9846 Second Lane";40.27;-75.26;"26545.00";"54124.00";"0.00";727;2
1067;76;63;1943;12;"Male";"343 Lafayette Drive";37.54;-97.25;"24531.00";"41790.00";"24676.00";719;5
1068;21;67;1998;11;"Male";"3900 Rose Street";35.1;-110.64;"15864.00";"32345.00";"61066.00";730;3
1069;54;69;1965;9;"Male";"3683 Fifth Street";35.3;-81.03;"22487.00";"45852.00";"114746.00";615;2
1070;61;65;1958;11;"Male";"841 Wessex Boulevard";42.03;-91.58;"25275.00";"51528.00";"58509.00";745;6
1071;26;69;1993;3;"Male";"4693 Essex Street";44.07;-103.23;"18816.00";"38363.00";"63974.00";838;3
1072;48;62;1972;1;"Female";"940 First Drive";38.71;-92.08;"19627.00";"40017.00";"75377.00";648;1
1073;43;70;1976;5;"Female";"967 First Avenue";41.19;-85.7;"17294.00";"35264.00";"70328.00";770;2
1074;62;65;1957;6;"Female";"1305 Spruce Boulevard";44.66;-103.85;"16097.00";"32819.00";"25393.00";826;5
1075;36;67;1983;12;"Female";"5695 Fifth Street";38.22;-85.74;"25258.00";"51500.00";"102286.00";672;3
1076;61;66;1958;8;"Female";"3987 11th Drive";35.05;-78.87;"18316.00";"37342.00";"48611.00";779;5
1077;57;54;1962;12;"Female";"886 Plum Boulevard";39.12;-123.28;"17899.00";"12044.00";"10323.00";576;3
1078;56;65;1963;12;"Female";"291 Seventh Drive";40.6;-88.98;"28237.00";"57576.00";"161107.00";589;2
1079;65;60;1954;11;"Female";"422 Madison Lane";40.66;-73.63;"48994.00";"103294.00";"39076.00";831;3
1080;56;63;1963;11;"Female";"4581 Eighth Boulevard";32.19;-83.17;"14425.00";"29413.00";"46043.00";703;2
1081;31;60;1988;9;"Female";"9633 Mill Lane";39.69;-104.81;"24849.00";"50666.00";"102318.00";617;3
1082;34;67;1985;10;"Female";"316 Valley Stream Avenue";37.23;-119.49;"16643.00";"33934.00";"42945.00";622;3
1083;44;65;1975;3;"Female";"45682 Washington Lane";38.45;-82.64;"18916.00";"38568.00";"66300.00";756;4
1084;36;66;1984;1;"Male";"152 West Drive";47.26;-122.45;"31518.00";"64262.00";"75415.00";775;4
1085;27;66;1992;6;"Female";"563 Jefferson Boulevard";32.97;-117.02;"36390.00";"74198.00";"16084.00";838;3
1086;57;64;1962;12;"Female";"442 Burns Boulevard";42.02;-71.21;"37407.00";"76274.00";"102611.00";698;2
1087;40;65;1979;12;"Female";"613 George Boulevard";37.53;-84.66;"15202.00";"30997.00";"81716.00";722;2
1088;49;65;1970;11;"Female";"8893 Littlewood Lane";32.78;-79.99;"17158.00";"34982.00";"134631.00";765;3
1089;31;75;1988;9;"Female";"2725 Jefferson Drive";38.22;-85.74;"25258.00";"51501.00";"140481.00";729;3
1090;59;66;1960;10;"Female";"102 Burns Boulevard";40.68;-75.22;"21005.00";"42825.00";"105122.00";850;5
1091;32;66;1987;5;"Female";"52292 East Street";39.3;-76.61;"26431.00";"53890.00";"252106.00";656;4
1092;54;62;1965;5;"Male";"703 12th Street";41.01;-75.99;"23450.00";"47814.00";"92020.00";720;2
1093;18;70;2002;2;"Male";"76 Grant Lane";40.64;-73.94;"23316.00";"47543.00";"124177.00";667;1
1094;34;62;1985;10;"Male";"74786 Jefferson Drive";44.75;-85.6;"20325.00";"41442.00";"78833.00";712;3
1095;72;66;1948;2;"Male";"493 South Street";40.7;-73.89;"19329.00";"22918.00";"11371.00";750;5
1096;59;67;1960;10;"Male";"1089 Norfolk Avenue";43.04;-76.14;"20294.00";"41379.00";"95988.00";681;2
1097;39;68;1980;10;"Male";"952 Mountain View Boulevard";43.95;-86.44;"15863.00";"32343.00";"59006.00";732;3
1098;50;71;1969;3;"Male";"772 Fifth Boulevard";42.67;-95.3;"16901.00";"34456.00";"54634.00";752;4
1099;22;65;1997;4;"Male";"4932 South Boulevard";46.86;-96.75;"20214.00";"41214.00";"130538.00";763;1
1100;61;73;1958;7;"Male";"9888 Washington Boulevard";40.72;-73.51;"29337.00";"59815.00";"73325.00";573;2
1101;25;70;1994;12;"Female";"142 Rose Drive";42.11;-72.53;"14155.00";"28862.00";"20944.00";751;2
1102;49;65;1970;7;"Female";"836 Bayview Avenue";36.12;-95.91;"46461.00";"94733.00";"0.00";707;5
1103;45;70;1974;5;"Female";"31 Jefferson Boulevard";47.09;-116.46;"12618.00";"25723.00";"34007.00";746;3
1104;91;66;1928;3;"Male";"120 Lafayette Boulevard";26.23;-80.13;"18266.00";"40141.00";"805.00";850;6
1105;77;60;1942;6;"Male";"766 Mountain View Drive";26.21;-98.31;"14275.00";"22104.00";"20031.00";670;3
1106;62;62;1958;2;"Female";"1563 Summit Boulevard";34.13;-118.24;"16842.00";"20783.00";"23623.00";699;3
1107;71;69;1949;1;"Female";"836 Summit Boulevard";42.23;-76.34;"18323.00";"40516.00";"6908.00";698;5
1108;19;67;2000;3;"Male";"32 First Lane";40.83;-74.24;"40216.00";"81995.00";"133788.00";685;2
1109;24;65;1995;11;"Male";"8245 El Camino Lane";37.68;-97.34;"21518.00";"43875.00";"128146.00";639;1
1110;21;60;1998;11;"Female";"472 Ocean View Street";42.86;-71.48;"32325.00";"65909.00";"181261.00";673;2
1111;20;65;1999;3;"Female";"7132 Rose Avenue";26.63;-81.99;"17120.00";"34907.00";"64107.00";742;3
1112;34;66;1985;11;"Female";"5411 Madison Avenue";31.09;-97.71;"14665.00";"29897.00";"27736.00";760;6
1113;19;69;2000;5;"Female";"700 Madison Lane";41.76;-88.29;"14200.00";"28953.00";"3619.00";738;2
1114;44;66;1976;1;"Male";"9900 Ninth Avenue";39.02;-86.93;"18204.00";"37115.00";"58438.00";685;3
1115;53;73;1966;9;"Male";"94 Jefferson Drive";32.32;-95.3;"14811.00";"30198.00";"40950.00";693;6
1116;81;66;1938;7;"Female";"11 Spruce Avenue";40.32;-75.32;"26273.00";"42509.00";"2895.00";755;5
1117;49;68;1970;4;"Female";"2350 Bayview Street";41.36;-97.97;"13582.00";"27691.00";"24480.00";687;2
1118;25;70;1994;8;"Female";"166 Littlewood Lane";34.06;-118.35;"40761.00";"83104.00";"222502.00";714;5
1119;23;63;1996;11;"Female";"994 Second Lane";38.83;-76.92;"23340.00";"47589.00";"114020.00";763;4
1120;44;69;1975;5;"Female";"4868 Lake Lane";33.72;-118.0;"26966.00";"54981.00";"121701.00";737;1
1121;44;68;1975;6;"Female";"8476 Lincoln Street";32.78;-79.99;"41380.00";"84365.00";"113529.00";796;5
1122;33;66;1986;11;"Female";"776 Bayview Avenue";40.84;-73.28;"34188.00";"69706.00";"97070.00";785;2
1123;44;66;1975;7;"Male";"6882 Forest Drive";34.8;-79.54;"13683.00";"27896.00";"42046.00";710;3
1124;45;66;1974;3;"Male";"8385 Mill Boulevard";37.62;-83.41;"11644.00";"23740.00";"4313.00";841;3
1125;25;71;1994;8;"Male";"99791 12th Boulevard";30.51;-97.67;"31839.00";"64917.00";"102747.00";689;4
1126;18;64;2002;1;"Male";"3578 Pine Lane";35.4;-80.59;"20570.00";"41940.00";"82593.00";710;1
1127;59;70;1960;8;"Male";"60396 Elm Street";26.14;-81.79;"17455.00";"35590.00";"92603.00";720;4
1128;47;68;1972;7;"Male";"208 Park Avenue";44.53;-72.0;"16976.00";"34606.00";"23909.00";680;5
1129;49;65;1970;4;"Male";"2379 Forest Lane";33.18;-117.29;"16894.00";"34449.00";"36540.00";686;3
1130;50;65;1970;1;"Female";"801 Mountain View Street";47.3;-122.31;"21756.00";"44355.00";"44779.00";680;3
1131;76;69;1943;4;"Male";"2609 Plum Drive";38.88;-94.81;"28490.00";"19682.00";"0.00";683;4
1132;18;69;2002;2;"Female";"2668 Lafayette Avenue";28.4;-80.6;"20392.00";"41579.00";"50190.00";694;2
1133;30;66;1989;10;"Female";"781 Federal Street";43.11;-77.8;"22855.00";"46599.00";"12700.00";684;4
1134;18;59;2002;2;"Female";"7 11th Drive";29.45;-98.5;"12677.00";"25847.00";"46379.00";568;1
1135;89;69;1931;1;"Female";"796 West Lane";33.84;-118.35;"31496.00";"68010.00";"0.00";704;7
1136;23;65;1996;12;"Male";"1430 Elm Avenue";37.56;-121.98;"33727.00";"68767.00";"119831.00";723;3
1137;52;67;1967;10;"Male";"8824 Hillside Avenue";35.32;-82.46;"16410.00";"33465.00";"98713.00";669;3
1138;51;64;1968;3;"Female";"5334 11th Avenue";33.68;-86.39;"20542.00";"41886.00";"107734.00";768;3
1139;24;68;1995;4;"Female";"418 Elm Street";32.88;-84.67;"15433.00";"31469.00";"53555.00";645;1
1140;44;65;1975;7;"Male";"591 South Avenue";38.96;-95.25;"27149.00";"55351.00";"152645.00";703;6
1141;66;57;1953;10;"Male";"35 Essex Drive";36.48;-80.61;"15838.00";"27266.00";"19798.00";777;5
1142;52;62;1967;3;"Male";"544 Main Drive";42.15;-71.13;"38878.00";"79272.00";"107029.00";716;3
1143;20;61;2000;2;"Female";"72 Lexington Avenue";40.55;-74.28;"30587.00";"62365.00";"137710.00";606;1
1144;57;66;1962;12;"Female";"545 Eighth Avenue";29.76;-95.38;"14959.00";"30495.00";"70825.00";773;4
1145;43;65;1977;1;"Female";"7512 South Boulevard";44.26;-88.39;"36825.00";"75080.00";"35268.00";747;3
1146;22;69;1997;3;"Female";"398 Park Boulevard";41.83;-87.68;"18395.00";"37505.00";"57014.00";714;3
1147;80;69;1939;3;"Male";"614 Spruce Avenue";40.6;-74.76;"46827.00";"104692.00";"6955.00";704;2
1148;54;70;1965;4;"Male";"377 Lake Lane";39.95;-75.16;"18007.00";"36711.00";"47490.00";687;4
1149;25;74;1994;12;"Male";"972 Spruce Avenue";26.14;-80.13;"29740.00";"60638.00";"132252.00";661;1
1150;46;67;1973;4;"Male";"5692 Jefferson Boulevard";32.83;-97.17;"30913.00";"63030.00";"93406.00";791;5
1151;53;65;1966;12;"Male";"353 South Boulevard";40.35;-74.65;"0.00";"920.00";"1914.00";788;3
1152;43;65;1977;2;"Male";"8061 Spruce Drive";37.94;-91.76;"17428.00";"35538.00";"71591.00";747;1
1153;63;62;1956;4;"Male";"690 Catherine Street";39.69;-104.81;"24849.00";"58006.00";"20196.00";774;1
1154;73;71;1947;1;"Male";"80773 Essex Avenue";43.01;-88.23;"27546.00";"38809.00";"19912.00";788;4
1155;83;65;1936;8;"Female";"387 Third Boulevard";31.5;-111.06;"15462.00";"29494.00";"1196.00";689;5
1156;56;69;1963;6;"Female";"9603 South Lane";40.74;-74.33;"137428.00";"280199.00";"91367.00";752;5
1157;33;58;1986;12;"Female";"1884 Lake Avenue";32.98;-96.89;"28213.00";"57526.00";"82715.00";812;1
1158;62;66;1957;4;"Male";"1569 George Boulevard";35.78;-78.11;"16239.00";"33112.00";"56040.00";716;2
1159;20;69;1999;11;"Male";"5590 Bayview Avenue";43.05;-82.67;"20377.00";"41543.00";"49021.00";732;4
1160;27;65;1992;4;"Male";"238 Eighth Avenue";41.8;-80.06;"16965.00";"34591.00";"65770.00";688;2
1161;23;66;1996;12;"Male";"306 First Drive";28.68;-81.51;"24155.00";"49255.00";"6557.00";823;2
1162;22;69;1997;12;"Female";"8974 West Lane";35.46;-97.51;"19076.00";"38892.00";"50150.00";705;2
1163;45;61;1975;1;"Male";"2270 Sixth Lane";29.99;-95.26;"32943.00";"67170.00";"114251.00";489;3
1164;43;70;1976;9;"Male";"9620 Valley Stream Drive";37.76;-122.44;"53797.00";"109687.00";"183855.00";675;1
1165;55;73;1964;11;"Female";"446 Birch Drive";36.37;-84.12;"13522.00";"27572.00";"59404.00";797;1
1166;44;66;1975;5;"Female";"8659 El Camino Street";39.39;-84.56;"19569.00";"39898.00";"43630.00";682;3
1167;42;65;1978;1;"Female";"606 Spruce Boulevard";40.33;-75.92;"24089.00";"49117.00";"42380.00";769;3
1168;51;68;1968;10;"Male";"207 Ocean View Street";40.67;-74.42;"53790.00";"109673.00";"242379.00";505;1
1169;51;68;1968;11;"Female";"375 Hillside Drive";30.54;-97.64;"30358.00";"61901.00";"29627.00";726;7
1170;40;63;1980;2;"Female";"5191 Grant Drive";35.4;-80.43;"20041.00";"40867.00";"50449.00";694;2
1171;90;67;1929;12;"Male";"73 Summit Street";21.4;-157.73;"26370.00";"39214.00";"0.00";781;5
1172;50;64;1970;2;"Male";"5154 Sixth Avenue";38.02;-121.3;"14709.00";"29994.00";"100834.00";769;1
1173;71;67;1948;3;"Male";"3095 Hill Boulevard";42.83;-106.32;"25502.00";"51703.00";"5371.00";722;7
1174;25;65;1994;11;"Male";"944 Lexington Boulevard";30.6;-87.34;"20273.00";"41338.00";"90737.00";772;1
1175;93;69;1926;9;"Male";"748 Martin Luther King Street";40.84;-73.87;"12475.00";"10782.00";"346.00";770;7
1176;39;64;1980;10;"Male";"2411 Hillside Lane";37.94;-87.4;"28126.00";"57348.00";"119230.00";527;3
1177;36;66;1983;3;"Female";"1644 Park Avenue";39.67;-75.75;"31719.00";"64672.00";"56485.00";695;4
1178;59;68;1960;11;"Female";"2475 Little Creek Boulevard";30.56;-97.86;"25872.00";"52754.00";"38191.00";693;5
1179;50;71;1969;7;"Female";"312 Burns Boulevard";36.67;-76.3;"24312.00";"49570.00";"43645.00";752;5
1180;28;69;1991;9;"Male";"18 Lake Avenue";40.71;-73.99;"17624.00";"35940.00";"54354.00";595;3
1181;61;66;1958;4;"Male";"747 Rose Drive";35.4;-80.59;"25299.00";"51581.00";"35134.00";810;5
1182;30;65;1989;4;"Male";"7350 Fourth Lane";43.21;-75.47;"18712.00";"38153.00";"92466.00";658;1
1183;53;66;1966;5;"Male";"852 Tenth Boulevard";38.31;-85.76;"16097.00";"32820.00";"23004.00";740;4
1184;70;74;1950;1;"Male";"20382 Park Drive";37.56;-121.98;"33727.00";"68765.00";"75608.00";798;5
1185;29;66;1990;11;"Female";"5493 Catherine Drive";33.95;-84.54;"33093.00";"67473.00";"140270.00";780;1
1186;46;65;1973;10;"Male";"12067 Federal Boulevard";39.95;-75.16;"17603.00";"35891.00";"87749.00";577;3
1187;55;67;1964;9;"Male";"203 Valley Lane";44.78;-89.68;"23216.00";"47334.00";"87775.00";701;3
1188;24;61;1995;8;"Female";"66992 Second Street";36.3;-115.24;"31374.00";"63969.00";"128412.00";626;1
1189;63;68;1956;11;"Female";"412 Spruce Boulevard";42.66;-73.79;"15490.00";"31582.00";"23359.00";693;4
1190;49;65;1970;8;"Female";"4480 Essex Drive";33.0;-80.17;"21769.00";"44383.00";"42369.00";707;7
1191;25;69;1994;12;"Female";"299 Oak Boulevard";45.19;-123.24;"18098.00";"36902.00";"60538.00";711;1
1192;44;68;1976;2;"Female";"1450 Rose Drive";44.22;-93.44;"19630.00";"40026.00";"70877.00";768;1
1193;90;75;1929;11;"Female";"6245 River Lane";41.69;-73.92;"27934.00";"51717.00";"418.00";717;5
1194;49;70;1970;3;"Male";"2248 Third Avenue";35.06;-85.25;"18658.00";"38041.00";"27813.00";782;4
1195;75;68;1944;7;"Male";"1222 First Drive";44.01;-92.47;"23553.00";"40696.00";"15691.00";801;6
1196;60;61;1959;6;"Female";"498 Elm Lane";35.24;-113.76;"17113.00";"34895.00";"56622.00";820;4
1197;28;64;1992;1;"Female";"146 Lafayette Drive";45.79;-122.69;"27308.00";"55684.00";"114269.00";722;3
1198;82;67;1937;6;"Male";"79 South Boulevard";29.5;-97.44;"15092.00";"10869.00";"1820.00";820;2
1199;29;68;1990;6;"Male";"704 Eighth Avenue";42.93;-75.38;"19161.00";"39069.00";"63884.00";720;2
1200;64;64;1956;2;"Male";"106 Littlewood Drive";29.76;-95.38;"15401.00";"24420.00";"14460.00";685;1
1201;60;66;1959;11;"Male";"175 Valley Drive";42.36;-71.36;"56632.00";"115465.00";"195657.00";715;4
1202;63;65;1956;10;"Female";"881 Ocean View Street";41.83;-87.68;"0.00";"4.00";"0.00";691;3
1203;36;62;1984;2;"Male";"5867 East Street";43.42;-73.71;"20371.00";"41537.00";"128044.00";582;1
1204;42;67;1977;6;"Male";"583 El Camino Boulevard";42.09;-70.7;"34059.00";"69440.00";"129944.00";743;3
1205;22;69;1997;8;"Male";"152 Sixth Avenue";32.32;-95.3;"27948.00";"56984.00";"128684.00";680;5
1206;34;65;1985;9;"Female";"862 11th Drive";37.89;-122.03;"42685.00";"87030.00";"161964.00";727;3
1207;41;65;1978;10;"Male";"8425 East Lane";41.47;-81.67;"27646.00";"56368.00";"71544.00";664;3
1208;38;72;1981;9;"Male";"9541 Ocean View Drive";40.59;-77.57;"16375.00";"33387.00";"69066.00";526;3
1209;45;67;1974;6;"Female";"95 12th Drive";40.94;-73.86;"31299.00";"63815.00";"4832.00";699;6
1210;32;65;1987;11;"Male";"6415 Sussex Lane";41.0;-76.85;"16935.00";"34531.00";"60156.00";703;4
1211;66;68;1953;3;"Female";"644 South Drive";35.1;-90.0;"18759.00";"38249.00";"0.00";746;4
1212;33;58;1987;2;"Male";"3904 Martin Luther King Drive";34.98;-80.54;"19605.00";"39975.00";"52575.00";810;1
1213;34;69;1985;11;"Male";"860 George Avenue";38.62;-122.61;"21373.00";"43579.00";"96994.00";795;3
1214;40;64;1979;11;"Male";"83302 Valley Stream Lane";42.06;-71.24;"35544.00";"72470.00";"133421.00";711;2
1215;53;68;1967;2;"Female";"9458 Park Boulevard";32.84;-116.88;"20673.00";"42152.00";"55576.00";751;1
1216;26;61;1993;11;"Female";"9129 Lexington Lane";37.74;-84.29;"19666.00";"40102.00";"57857.00";601;6
1217;59;66;1960;12;"Female";"584 Bayview Street";33.62;-112.0;"22070.00";"44992.00";"53368.00";785;3
1218;20;71;1999;6;"Male";"982 Plum Boulevard";33.92;-118.2;"13632.00";"27801.00";"0.00";754;1
1219;28;72;1991;6;"Female";"9977 Oak Avenue";38.68;-76.17;"28497.00";"58105.00";"70254.00";688;3
1220;22;62;1997;4;"Female";"655 Mountain View Lane";41.7;-111.87;"17093.00";"34852.00";"53830.00";641;1
1221;64;69;1955;11;"Female";"6606 Jefferson Avenue";33.92;-117.24;"15079.00";"30747.00";"51667.00";850;4
1222;42;66;1977;12;"Female";"1957 Park Lane";42.39;-113.78;"14094.00";"28738.00";"48786.00";600;1
1223;53;67;1966;6;"Male";"822 Ocean Street";41.8;-87.92;"92938.00";"189490.00";"448929.00";717;3
1224;42;66;1977;9;"Male";"763 Lexington Avenue";38.99;-76.93;"26224.00";"53464.00";"20683.00";751;4
1225;54;70;1965;11;"Male";"6831 Valley Boulevard";37.97;-122.5;"30819.00";"62837.00";"86171.00";850;3
1226;42;67;1978;2;"Male";"376 Fourth Drive";21.34;-157.72;"18080.00";"36860.00";"65049.00";714;3
1227;65;67;1954;11;"Female";"727 Eighth Lane";42.37;-83.46;"33031.00";"67344.00";"7049.00";804;4
1228;54;61;1965;7;"Male";"456 Sixth Boulevard";30.26;-97.74;"23287.00";"47482.00";"59590.00";726;5
1229;50;66;1970;2;"Male";"421 Essex Street";35.18;-79.46;"24206.00";"49350.00";"20942.00";713;6
1230;18;50;2002;1;"Male";"66 Birch Lane";32.3;-80.92;"14305.00";"29169.00";"37230.00";754;1
1231;26;52;1994;1;"Female";"613 Little Creek Lane";26.41;-81.42;"10819.00";"22066.00";"38967.00";842;1
1232;18;69;2002;1;"Male";"5504 Spruce Drive";42.4;-96.35;"22958.00";"46810.00";"0.00";747;2
1233;35;67;1984;5;"Male";"315 Little Creek Lane";38.71;-90.12;"18560.00";"37843.00";"40003.00";697;3
1234;44;64;1975;10;"Male";"7815 Hillside Avenue";29.76;-95.38;"30499.00";"62185.00";"114235.00";749;1
1235;18;65;2002;2;"Male";"283 Rose Lane";33.6;-117.66;"30564.00";"62316.00";"146487.00";813;1
1236;72;65;1947;9;"Female";"521 Main Lane";38.86;-104.76;"14645.00";"25243.00";"18006.00";730;6
1237;46;66;1973;9;"Female";"3276 Maple Street";42.37;-87.86;"15770.00";"32150.00";"47179.00";717;6
1238;31;72;1988;7;"Female";"95410 Pine Boulevard";38.87;-77.1;"47408.00";"96661.00";"73401.00";721;2
1239;34;65;1985;11;"Female";"5449 Lexington Drive";33.78;-117.93;"18679.00";"38081.00";"28613.00";811;4
1240;56;67;1963;5;"Female";"899 Maple Street";40.26;-81.84;"15603.00";"31814.00";"43140.00";693;3
1241;40;69;1979;3;"Female";"159 Plum Avenue";40.43;-84.38;"24227.00";"49396.00";"39549.00";814;3
1242;52;69;1967;10;"Female";"549 Tenth Avenue";41.83;-87.68;"14963.00";"30509.00";"56953.00";641;2
1243;31;72;1989;1;"Female";"9316 Hillside Lane";40.27;-76.88;"17110.00";"34884.00";"26799.00";705;5
1244;43;69;1976;5;"Female";"580 Fifth Boulevard";35.28;-81.28;"16073.00";"32775.00";"72785.00";637;1
1245;54;58;1965;9;"Female";"780 Ocean Avenue";37.43;-76.54;"21040.00";"42900.00";"111007.00";802;6
1246;49;67;1970;5;"Female";"7499 Lake Boulevard";30.76;-88.12;"15207.00";"31008.00";"60527.00";713;4
1247;69;71;1950;9;"Female";"6466 Ninth Drive";35.54;-118.91;"21654.00";"44152.00";"90526.00";700;5
1248;51;71;1968;7;"Female";"32299 Federal Street";42.68;-89.01;"21278.00";"43386.00";"2192.00";698;3
1249;18;65;2002;1;"Female";"24 Lafayette Street";30.84;-83.27;"19681.00";"40131.00";"48468.00";721;1
1250;85;67;1935;1;"Female";"872 Lake Avenue";40.01;-78.36;"15262.00";"38499.00";"1493.00";746;5
1251;29;67;1990;10;"Female";"645 Tenth Boulevard";32.84;-116.88;"20673.00";"42150.00";"39663.00";750;3
1252;23;70;1996;7;"Female";"473 El Camino Street";33.86;-118.33;"25900.00";"52815.00";"77064.00";658;2
1253;32;64;1987;10;"Female";"1782 South Boulevard";41.44;-73.04;"28814.00";"58749.00";"113308.00";768;6
1254;61;65;1959;2;"Female";"576 Jefferson Boulevard";40.12;-88.64;"16978.00";"34619.00";"13326.00";747;5
1255;24;67;1995;9;"Male";"9614 Ocean View Drive";35.37;-85.38;"15209.00";"31006.00";"71031.00";681;2
1256;37;68;1982;9;"Male";"1723 North Lane";41.2;-73.13;"27589.00";"56248.00";"149587.00";728;4
1257;55;67;1964;7;"Male";"287 Pine Lane";47.79;-122.3;"23668.00";"48259.00";"146774.00";721;3
1258;79;65;1940;5;"Female";"265 Little Creek Street";33.99;-117.53;"19851.00";"15470.00";"15349.00";789;7
1259;64;69;1955;7;"Female";"729 Littlewood Avenue";41.18;-73.42;"94302.00";"192269.00";"100192.00";700;6
1260;28;65;1991;12;"Male";"1963 Summit Lane";26.14;-80.13;"20995.00";"42806.00";"49194.00";712;3
1261;58;70;1961;7;"Male";"610 Oak Street";45.54;-122.64;"33737.00";"68787.00";"171854.00";527;1
1262;56;68;1963;11;"Female";"5814 Ocean Street";41.01;-121.47;"13723.00";"27981.00";"62926.00";717;3
1263;56;70;1963;8;"Female";"212 Mountain View Lane";33.95;-84.54;"17977.00";"36652.00";"60949.00";600;3
1264;32;65;1987;8;"Female";"635 East Drive";36.8;-97.29;"15077.00";"30737.00";"35858.00";815;2
1265;18;67;2002;2;"Female";"72 El Camino Boulevard";40.43;-79.97;"24400.00";"49748.00";"23161.00";748;1
1266;35;54;1984;9;"Female";"239 South Drive";39.51;-76.17;"22590.00";"46063.00";"106528.00";618;1
1267;81;65;1938;10;"Female";"9574 Ocean Drive";47.83;-122.32;"28248.00";"31912.00";"2182.00";630;4
1268;47;63;1972;9;"Male";"857 Catherine Avenue";34.2;-86.15;"14516.00";"29597.00";"44388.00";513;4
1269;56;56;1963;10;"Male";"336 Rose Avenue";41.83;-87.68;"25365.00";"36335.00";"28929.00";676;2
1270;31;67;1988;4;"Female";"8862 Ninth Avenue";40.21;-75.27;"35861.00";"73117.00";"73557.00";685;2
